comment,preprocessed_comment
"Dr Parker is fairly nice and wants to help. He will answer questions that you ask in and after class. Grade comes from tests, but the lowest exam is dropped and replaced with top 10 quiz scores which is helpful. His tests are difficult. They are meant to trick you. Super ambiguous questions that leave you guessing even when you know the material.","['dr', 'parker', 'fairly', 'nice', 'wants', 'help', 'answer', 'questions', 'ask', 'class', 'grade', 'comes', 'tests', 'lowest', 'exam', 'dropped', 'replaced', 'top', 'quiz', 'scores', 'helpful', 'tests', 'difficult', 'meant', 'trick', 'super', 'ambiguous', 'questions', 'leave', 'guessing', 'even', 'know', 'material']"
"I have nothing good to say about Professor Parker. As others have said, he didn't have anything to do with the course. To expound on that, none of his exams matched the course material he used (but did not create), and the final exam was mostly chemistry questions, which matched neither his stolen course material or his mid-terms exams.","['nothing', 'good', 'say', 'professor', 'parker', 'others', 'said', 'nt', 'anything', 'course', 'expound', 'none', 'exams', 'matched', 'course', 'material', 'used', 'create', 'final', 'exam', 'mostly', 'chemistry', 'questions', 'matched', 'neither', 'stolen', 'course', 'material', 'midterms', 'exams']"
"Absolutely ridiculous class. Uses material and lectures from a different professor, tests are arbitrary and impossible to study for, the final was super heavy on one section of material, and, again, impossible to study for. Yes, I passed. Yes, I got a decent grade. But this class was way too much of a headache. Do not take from this professor!","['absolutely', 'ridiculous', 'class', 'uses', 'material', 'lectures', 'different', 'professor', 'tests', 'arbitrary', 'impossible', 'study', 'final', 'super', 'heavy', 'one', 'section', 'material', 'impossible', 'study', 'yes', 'passed', 'yes', 'got', 'decent', 'grade', 'class', 'way', 'much', 'headache', 'take', 'professor']"
The material is copy pasted from a three year old course that he didn't even create and then tests us on material NOT from the online lectures (think BIOL 3000+ material). Written assignments are graded by a TA so he doesn't even do his own grading for ANY of the work. Why should I bother to put in effort into class when  my teacher doesn't?,"['material', 'copy', 'pasted', 'three', 'year', 'old', 'course', 'nt', 'even', 'create', 'tests', 'us', 'material', 'online', 'lectures', 'think', 'biol', 'material', 'written', 'assignments', 'graded', 'ta', 'nt', 'even', 'grading', 'work', 'bother', 'put', 'effort', 'class', 'teacher', 'nt']"
He isn't even teaching a class he put together. Its a 3 year old course from another Prof. He doesn't seem to understand the online system. Incredible amounts of reading assigned in a very short period of time. Tests cover the most minute details. This is not biology 1010. This is a 3000 level class. Do not take unless you literally have no choice.,"['nt', 'even', 'teaching', 'class', 'put', 'together', 'year', 'old', 'course', 'another', 'prof', 'nt', 'seem', 'understand', 'online', 'system', 'incredible', 'amounts', 'reading', 'assigned', 'short', 'period', 'time', 'tests', 'cover', 'minute', 'details', 'biology', 'level', 'class', 'take', 'unless', 'literally', 'choice']"
"I don't know where he gets the materials for everything, but quizzes, tests, and exams all seemed to have different information. I would get 100% on the quizzes and tests, and then get into the exam and walk out with a 50% feeling like it was all new information. He basically just reads off the slide shows he has prepared. It was a confusing class.","['nt', 'know', 'gets', 'materials', 'everything', 'quizzes', 'tests', 'exams', 'seemed', 'different', 'information', 'would', 'get', 'quizzes', 'tests', 'get', 'exam', 'walk', 'feeling', 'like', 'new', 'information', 'basically', 'reads', 'slide', 'shows', 'prepared', 'confusing', 'class']"
"Seems like he wants you to learn bio, but does not want you to do well in the class. Lessons are general but tests are specific and cover things not discussed in class, they are loaded with trick questions. If you are a bio major looking for a challenge then he is great, but if you are just looking to get your 3cr GE bio credit then there is easier","['seems', 'like', 'wants', 'learn', 'bio', 'want', 'well', 'class', 'lessons', 'general', 'tests', 'specific', 'cover', 'things', 'discussed', 'class', 'loaded', 'trick', 'questions', 'bio', 'major', 'looking', 'challenge', 'great', 'looking', 'get', 'ge', 'bio', 'credit', 'easier']"
"The workload in this class is ridiculous. You could easily spend 2 to 4 hours per day just trying to keep up with this class. The quizzes are very difficult, the exams are even worse. If you retake the quizzes the second set of questions is always harder than the first. I would not recommend anyone taking this class from him. I should have looked.","['workload', 'class', 'ridiculous', 'could', 'easily', 'spend', 'hours', 'per', 'day', 'trying', 'keep', 'class', 'quizzes', 'difficult', 'exams', 'even', 'worse', 'retake', 'quizzes', 'second', 'set', 'questions', 'always', 'harder', 'first', 'would', 'recommend', 'anyone', 'taking', 'class', 'looked']"
The quizzes and tests are NOT based on lectures or reading... The only helpful information I found for this class was Quizlet... study for the exams using Quizlet and you will score will... if you actually do the work expect to be befuddled on the exams...,"['quizzes', 'tests', 'based', 'lectures', 'reading', 'helpful', 'information', 'found', 'class', 'quizlet', 'study', 'exams', 'using', 'quizlet', 'score', 'actually', 'work', 'expect', 'befuddled', 'exams']"
"I took this course online after earning a C+ years ago on the main campus. I ended up with a letter grade lower the second time around. The course online is doable if you will set aside time to study. It's easy to do the assignments but the tests are more difficult. If you aren't a good test taker this class isn't for you,the final exam is tough!","['took', 'course', 'online', 'earning', 'c', 'years', 'ago', 'main', 'campus', 'ended', 'letter', 'grade', 'lower', 'second', 'time', 'around', 'course', 'online', 'doable', 'set', 'aside', 'time', 'study', 'easy', 'assignments', 'tests', 'difficult', 'nt', 'good', 'test', 'taker', 'class', 'nt', 'final', 'exam', 'tough']"
This was my chance to retake biology (I passed several years ago with a C) I thought this would be an easy shot since I am in my third year and know my stuff. Not so!! The material was way harder than necessary and I didn't learn a thing. Doesn't let you go back to check answers on quiz and everything is on websites and 2 hr long videos on Darwin.,"['chance', 'retake', 'biology', 'passed', 'several', 'years', 'ago', 'c', 'thought', 'would', 'easy', 'shot', 'since', 'third', 'year', 'know', 'stuff', 'material', 'way', 'harder', 'necessary', 'nt', 'learn', 'thing', 'nt', 'let', 'go', 'back', 'check', 'answers', 'quiz', 'everything', 'websites', 'hr', 'long', 'videos', 'darwin']"
Not book based teaching.  All things expected to learn are from websites.  ,"['book', 'based', 'teaching', 'things', 'expected', 'learn', 'websites']"
"Really great teacher. I don't understand all the negative ratings. Every time I had a question he would stay after with me to help me understand it. If you go, take your notes, etc you should get an A, he tries to have everyone get an A. Lectures are long but he makes them fun. Really just don't be lazy. Great guy, great teacher, great class.","['really', 'great', 'teacher', 'nt', 'understand', 'negative', 'ratings', 'every', 'time', 'question', 'would', 'stay', 'help', 'understand', 'go', 'take', 'notes', 'etc', 'get', 'tries', 'everyone', 'get', 'lectures', 'long', 'makes', 'fun', 'really', 'nt', 'lazy', 'great', 'guy', 'great', 'teacher', 'great', 'class']"
His tests are awful!  He writes his own tests but he shouldn't. so bad! trick questions galore! ,"['tests', 'awful', 'writes', 'tests', 'nt', 'bad', 'trick', 'questions', 'galore']"
The class is in a lecture hall so it's not super exciting. He did a good job being engaging though. It was a good review if you already know something about biology. ,"['class', 'lecture', 'hall', 'super', 'exciting', 'good', 'job', 'engaging', 'though', 'good', 'review', 'already', 'know', 'something', 'biology']"
DO NOT TAKE. Parker is a hard teacher. He doesn't work well with the students. Tests are tough. ,"['take', 'parker', 'hard', 'teacher', 'nt', 'work', 'well', 'students', 'tests', 'tough']"
"The test questions tend to be trick questions; he's just trying to get people to be better test-takers and read each question through thoroughly.  I personally thought the in-class clicker quizzes were the hardest.  But it's nice, because he dropped the 5 lowest assignments, quizzes,  and the lowest test.  He's good at explaining things.","['test', 'questions', 'tend', 'trick', 'questions', 'trying', 'get', 'people', 'better', 'testtakers', 'read', 'question', 'thoroughly', 'personally', 'thought', 'inclass', 'clicker', 'quizzes', 'hardest', 'nice', 'dropped', 'lowest', 'assignments', 'quizzes', 'lowest', 'test', 'good', 'explaining', 'things']"
AVOID AVOID AVOID!!!!!!  He treats you like you are a lesser being and expects you to pass a timed 30 minute quiz that he is weeks away from covering the material and the quiz content is hardly on his slides and the chapter readings are about 100 pages each with fine print.  So good luck trying to find the answers on your own. ,"['avoid', 'avoid', 'avoid', 'treats', 'like', 'lesser', 'expects', 'pass', 'timed', 'minute', 'quiz', 'weeks', 'away', 'covering', 'material', 'quiz', 'content', 'hardly', 'slides', 'chapter', 'readings', 'pages', 'fine', 'print', 'good', 'luck', 'trying', 'find', 'answers']"
"Professor Parker makes a lot of comparisons with everyday things, which can get a little confusing. I basically teach myself Biology and we have quizzes all the time about material we haven't even covered yet.  It's not a hard class, but it can be quite stressful and inconvenient.","['professor', 'parker', 'makes', 'lot', 'comparisons', 'everyday', 'things', 'get', 'little', 'confusing', 'basically', 'teach', 'biology', 'quizzes', 'time', 'material', 'nt', 'even', 'covered', 'yet', 'hard', 'class', 'quite', 'stressful', 'inconvenient']"
"He's a good teacher and explains things well. He tries to be funny (usually isn't), but at least tries to make the class relatively interesting. However, I wouldn't recommend taking the class because he tests you on material he hasn't taught yet. His lessons are about 2 weeks behind the tests and quizzes so you're required to teach yourself. ","['good', 'teacher', 'explains', 'things', 'well', 'tries', 'funny', 'usually', 'nt', 'least', 'tries', 'make', 'class', 'relatively', 'interesting', 'however', 'would', 'nt', 'recommend', 'taking', 'class', 'tests', 'material', 'nt', 'taught', 'yet', 'lessons', 'weeks', 'behind', 'tests', 'quizzes', 'required', 'teach']"
